01/01/2010;1;9.57
01/01/2010;2;0.00
01/01/2010;3;0.00
01/01/2010;4;0.00
01/01/2010;5;0.00
01/01/2010;6;0.00
01/01/2010;7;0.00
01/01/2010;8;0.00
01/01/2010;9;0.00
01/01/2010;10;0.00
01/01/2010;11;0.00
01/01/2010;12;0.00
01/01/2010;13;0.00
01/01/2010;14;0.00
01/01/2010;15;0.00
01/01/2010;16;0.00
01/01/2010;17;0.00
01/01/2010;18;0.00
01/01/2010;19;10.00
01/01/2010;20;15.00
01/01/2010;21;27.32
01/01/2010;22;30.00
01/01/2010;23;30.80
01/01/2010;24;29.10
02/01/2010;1;20.31
02/01/2010;2;0.50
02/01/2010;3;0.00
02/01/2010;4;0.00
02/01/2010;5;0.00
02/01/2010;6;0.00
02/01/2010;7;0.00
02/01/2010;8;0.00
02/01/2010;9;0.00
02/01/2010;10;10.00
02/01/2010;11;16.00
02/01/2010;12;17.50
02/01/2010;13;19.50
02/01/2010;14;21.13
02/01/2010;15;23.13
02/01/2010;16;20.00
02/01/2010;17;17.50
02/01/2010;18;30.47
02/01/2010;19;60.13
02/01/2010;20;83.10
02/01/2010;21;80.38
02/01/2010;22;62.53
02/01/2010;23;45.00
02/01/2010;24;37.13
03/01/2010;1;35.00
03/01/2010;2;20.01
03/01/2010;3;10.00
03/01/2010;4;0.00
03/01/2010;5;0.00
03/01/2010;6;0.00
03/01/2010;7;0.00
03/01/2010;8;0.00
03/01/2010;9;0.00
03/01/2010;10;7.00
03/01/2010;11;19.00
03/01/2010;12;21.13
03/01/2010;13;25.00
03/01/2010;14;23.13
03/01/2010;15;24.55
03/01/2010;16;24.55
03/01/2010;17;23.13
03/01/2010;18;26.19
03/01/2010;19;35.13
03/01/2010;20;47.00
03/01/2010;21;58.00
03/01/2010;22;83.01
03/01/2010;23;60.03
03/01/2010;24;39.34
04/01/2010;1;40.00
04/01/2010;2;31.46
04/01/2010;3;16.07
04/01/2010;4;14.15
04/01/2010;5;10.00
04/01/2010;6;14.15
04/01/2010;7;18.07
04/01/2010;8;41.30
04/01/2010;9;41.30
04/01/2010;10;49.07
04/01/2010;11;50.17
04/01/2010;12;44.00
04/01/2010;13;48.00
04/01/2010;14;41.15
04/01/2010;15;36.98
04/01/2010;16;34.00
04/01/2010;17;34.00
04/01/2010;18;38.98
04/01/2010;19;44.00
04/01/2010;20;58.00
04/01/2010;21;50.48
04/01/2010;22;58.00
04/01/2010;23;41.15
04/01/2010;24;29.82
